match_id,version,start_time,ally_hero1,ally_hero2,ally_hero3,ally_hero4,enemy_team1,enemy_team2,enemy_team3,enemy_team4,enemy_team5,banned_hero1,banned_hero2,banned_hero3,banned_hero4,banned_hero5,banned_hero6,banned_hero7,banned_hero8,banned_hero9,banned_hero10,banned_hero11,banned_hero12
225696539,None,1371929403,90,88,67,63,64,83,55,1,23,66,65,72,91,58,62,10,12,13,,,
342623939,20,1381599357,72,95,91,98,65,55,86,75,94,54,103,76,89,66,3,62,48,63,73,,
2728261141,20,1477172290,91,2,54,74,6,3,107,39,41,90,76,79,37,13,29,9,17,65,106,,
1453223472,20,1430952460,51,49,92,72,50,78,12,110,96,58,85,66,11,61,47,6,39,25,97,,
1876850379,20,1445212476,60,89,40,3,102,106,100,85,46,61,11,82,69,31,68,21,112,26,67,,
739478650,20,1403626772,77,13,86,41,3,78,29,16,44,33,65,69,91,76,101,46,53,68,64,,
1571441153,20,1434896999,100,22,91,18,7,52,110,112,15,51,39,11,90,89,85,12,1,4,55,,
3460824358,21,1506161547,88,36,80,106,51,54,9,16,31,91,53,68,58,3,69,61,23,13,76,,
220727042,20,1371377389,89,39,86,63,52,93,83,98,21,91,65,55,72,54,3,13,62,53,73,,
2737422908,20,1477559084,90,29,8,17,74,75,107,18,65,16,62,91,76,98,37,54,79,46,27,,
3253944288,20,1497655391,49,16,95,7,50,60,39,109,104,88,65,99,68,6,75,18,33,51,40,,
3258737947,20,1497816338,75,22,67,16,31,33,44,114,89,91,55,26,51,86,8,5,47,41,29,,
2110775831,20,1453991144,41,10,43,62,20,86,74,71,6,91,66,100,107,109,22,7,76,72,8,,
205844637,20,1369761256,54,17,101,34,78,72,3,13,16,91,65,55,66,63,80,51,79,83,86,,
1525206610,20,1433385880,106,15,30,52,11,85,100,99,87,39,91,72,66,47,55,1,51,110,17,,
2193321592,20,1456979348,38,6,76,91,26,7,109,29,15,66,107,33,80,56,93,58,65,12,70,,
2974919250,20,1486237327,87,75,44,28,63,46,16,86,2,97,106,48,80,11,14,109,85,54,93,,
3856785633,21,1525010409,93,105,69,76,91,12,101,3,38,80,28,71,54,62,52,46,106,92,10,25,82
3053641442,20,1489431517,84,109,80,57,20,73,54,91,51,106,8,74,96,97,33,30,50,46,98,,
3941931884,21,1528543620,93,22,2,92,87,41,76,38,101,80,91,77,66,106,37,85,3,4,26,43,88
4186479392,21,1540495341,120,110,40,114,2,70,59,33,101,3,10,91,19,75,86,107,74,63,61,25,17
220663853,20,1371371453,72,13,86,65,5,92,51,49,54,91,83,55,53,79,23,39,88,3,45,,
2961091852,20,1485895722,84,74,80,88,54,106,78,5,107,48,79,50,28,33,55,11,61,20,8,,
372787331,20,1383688191,63,13,92,69,21,91,81,62,65,89,98,53,54,73,76,19,78,55,5,,
3364351128,21,1502237344,86,39,48,53,95,104,30,90,36,88,91,60,7,99,68,59,6,18,77,,
237103968,None,1373202650,73,13,91,55,38,53,72,52,89,92,65,88,54,63,66,80,58,83,23,,
1473003115,20,1431621029,55,17,86,99,91,30,13,81,110,11,72,39,92,47,2,61,78,15,49,,
1221038189,20,1423379213,65,15,7,6,11,86,31,10,29,66,94,77,20,35,68,33,26,30,46,,
1053950695,20,1417109751,91,97,59,104,63,20,13,22,65,103,64,78,89,29,6,53,41,109,44,,
3235116774,20,1497009513,51,49,18,55,86,76,16,28,54,60,83,97,99,11,8,23,43,106,15,,
2741957127,20,1477738296,87,88,6,76,79,48,9,23,65,62,90,91,84,29,13,28,16,92,50,,
1906861533,20,1446373016,7,69,11,3,73,85,38,8,86,100,28,55,62,39,82,10,21,88,27,,
211379867,20,1370355066,72,21,92,55,58,80,17,40,54,53,91,51,65,79,88,3,86,66,90,,
4066608591,21,1534612459,4,119,42,23,20,88,70,61,9,56,91,19,12,113,58,36,63,104,53,25,46
1219494358,None,1423323274,33,39,92,77,8,11,102,20,2,65,66,91,58,95,13,26,17,51,57,,
1531151997,20,1433581753,51,39,89,11,12,74,100,50,13,66,91,90,38,62,85,52,47,71,33,,
1479277056,20,1431823080,55,99,30,47,91,74,19,29,25,39,72,92,62,86,98,11,85,12,15,,
4210506980,21,1541732221,65,86,109,25,107,18,33,85,113,10,91,66,75,63,3,12,9,61,46,98,34
2108326859,20,1453894964,29,106,74,30,65,26,93,43,60,66,41,20,107,50,109,111,1,10,27,,
357272623,20,1382630511,94,14,62,88,45,38,89,66,48,103,65,54,31,51,58,72,33,74,53,,
370130125,20,1383499223,9,98,92,46,48,103,20,15,87,54,31,62,51,73,89,66,5,55,74,,
3814099333,21,1522746540,107,58,49,43,76,103,3,19,102,66,15,80,119,62,53,65,88,120,92,68,82
3015249063,20,1487836445,84,35,63,96,5,17,107,55,80,91,37,28,106,88,20,104,65,73,8,,
3808944568,21,1522489423,107,80,69,19,44,120,100,43,3,68,16,89,15,66,102,91,33,45,54,57,8
123012599,20,1360611779,48,97,63,3,52,55,38,66,80,90,65,91,88,39,86,34,79,85,13,,
3356007093,21,1501878341,72,88,36,41,46,15,16,91,99,4,65,114,60,68,6,55,70,76,106,,
1473104602,20,1431624073,104,64,92,6,25,79,39,2,61,66,72,91,78,55,30,47,11,58,13,,
1668240246,20,1438108673,2,15,86,72,1,40,100,3,97,39,89,11,52,91,61,38,85,47,25,,
1691817562,20,1438891859,55,25,100,46,89,94,75,97,86,11,52,62,72,12,51,48,39,1,56,,
973237129,20,1413830329,84,18,36,69,43,33,29,101,47,91,41,15,78,94,16,97,96,42,93,,
3891386864,21,1526374629,100,18,69,15,12,49,60,88,68,80,52,62,3,23,72,77,57,48,54,65,109
204372142,20,1369592211,48,74,79,55,3,80,37,72,90,54,65,88,91,66,78,58,13,25,97,,
2929911267,20,1485010009,84,76,48,2,9,79,109,39,96,106,28,91,82,93,88,16,33,54,49,,
706788951,20,1402199535,81,34,91,100,7,63,41,33,77,58,65,69,83,38,55,19,17,29,47,,
2768285349,20,1478765243,30,65,6,9,8,55,60,84,14,54,28,76,91,44,41,93,111,23,66,,
3878728704,21,1525941741,16,80,69,93,58,54,43,64,71,62,60,88,91,89,52,28,21,100,3,47,106
1934837069,20,1447502305,97,1,21,100,106,55,60,112,8,39,69,11,28,51,68,7,87,62,73,,
200544092,20,1369160949,52,53,11,3,72,80,13,79,51,54,91,90,65,48,25,73,88,63,17,,
3749024236,21,1519404413,109,7,45,25,11,58,89,64,15,90,86,91,103,19,3,65,87,53,34,70,46
2409157187,20,1464944760,8,55,110,13,54,106,28,87,62,107,91,69,38,49,3,29,63,50,,,
3525554974,21,1509106778,114,86,69,43,30,106,81,107,58,66,88,53,40,65,39,13,76,29,18,,
2080280770,20,1452868937,53,72,106,62,13,85,28,86,80,91,74,65,66,8,22,18,76,21,77,,
1481844063,20,1431893811,55,47,20,6,30,52,51,92,12,91,79,72,66,86,39,17,34,78,7,,
2930456403,20,1485026842,84,17,54,16,91,39,108,66,20,48,28,106,107,46,98,93,33,11,6,,
344083276,20,1381687663,69,95,91,56,103,66,54,21,53,89,76,65,58,62,98,80,55,81,92,,
1213070754,20,1423106453,51,39,20,11,77,69,13,26,92,2,65,66,29,99,30,61,94,8,58,,
266896041,20,1375940794,72,70,35,42,8,14,2,29,82,66,39,58,33,99,9,71,55,98,40,,
536028045,20,1393176048,48,76,88,98,51,54,11,68,27,74,66,92,58,69,17,9,33,41,15,,
4157256397,21,1538918598,94,112,40,19,92,70,110,7,108,10,6,86,63,75,36,23,74,25,46,34,59
3561966598,21,1510675502,86,19,98,17,46,39,79,28,77,107,7,3,60,13,57,53,54,29,80,9,4
1075072770,20,1417931005,40,78,93,69,64,74,20,29,109,101,53,84,103,106,44,16,6,89,57,,
1665686446,20,1438013582,55,47,89,72,21,92,39,30,100,50,62,11,52,90,15,4,85,1,14,,
180300846,20,1366808931,8,97,86,56,85,27,80,54,17,55,65,88,91,53,12,64,63,3,1,,
704574043,20,1402101544,72,23,9,55,51,74,58,27,10,34,65,77,69,106,63,31,87,103,68,,
2010299165,20,1450405157,98,106,21,68,72,99,19,90,60,50,55,28,100,3,62,26,58,111,87,,
1947612675,20,1448028892,97,106,21,100,112,17,38,3,8,11,69,60,28,55,82,50,88,68,46,,
3019553801,20,1488009842,50,11,72,2,106,5,107,48,55,91,80,62,28,34,20,93,8,63,74,,
3499317276,20,1507901921,12,36,65,7,107,41,25,58,45,60,88,51,66,61,91,59,63,43,106,,
3204375223,20,1495772952,23,39,95,102,48,25,65,83,37,106,58,51,91,13,88,63,86,75,55,,
896761876,20,1410706872,91,15,89,29,69,7,20,27,43,78,34,77,41,47,10,3,19,18,96,,
388600807,16,1384695801,72,49,21,51,3,98,63,102,97,103,31,5,54,25,39,99,13,17,60,,
935867523,20,1412281307,91,78,44,53,79,94,97,41,38,101,90,15,43,13,88,71,1,19,18,,
3251572084,20,1497562844,88,75,41,55,103,46,108,40,5,51,82,86,83,7,54,104,33,29,106,,
1525459648,9,1433397038,100,49,86,11,50,63,13,85,64,72,39,91,52,45,61,62,15,99,4,,
1067581656,20,1417635732,30,78,41,69,84,60,103,38,17,77,91,20,29,40,87,13,50,89,65,,
2359431599,20,1463130663,6,51,26,74,65,110,28,64,41,53,62,66,38,106,91,60,80,56,13,,
201917677,20,1369328751,72,93,86,55,97,3,64,80,54,90,65,88,91,66,51,39,92,58,79,,
381204647,20,1384276544,63,17,92,29,54,50,66,21,62,103,98,31,5,97,94,89,51,76,13,,
3575335731,21,1511316843,19,15,88,55,64,40,81,53,16,86,84,71,13,60,65,6,100,39,7,9,98
2522078549,20,1469241481,70,65,79,46,7,26,12,25,98,32,103,84,6,55,9,38,109,59,41,,
3695005031,21,1516703680,86,95,29,76,114,46,27,51,57,60,19,62,109,66,12,34,108,11,15,8,80
2720576947,17,1476882131,90,98,54,44,69,111,74,6,65,62,76,88,28,21,91,17,103,9,2,,
3358011344,21,1501956939,74,51,99,65,54,13,27,60,61,32,91,88,7,77,36,106,40,12,18,,
1203434901,None,1422764318,2,21,92,77,94,98,11,90,7,99,65,66,29,61,28,13,26,96,88,,
2547545013,20,1470280192,43,65,91,59,89,31,2,40,107,32,103,62,79,10,54,73,68,8,28,,
1109428515,20,1419274877,87,22,89,103,50,93,60,61,88,91,77,78,101,109,64,41,20,84,106,,
119230193,20,1360261354,56,39,85,86,90,3,97,54,53,88,65,55,91,72,80,48,13,12,63,,
2983258686,20,1486480130,84,74,63,96,41,97,52,86,16,80,48,106,28,8,76,2,6,44,55,,
622691036,20,1398186591,77,34,50,53,3,97,103,102,106,65,96,74,68,17,66,27,9,48,13,,
224294934,20,1371772628,39,11,86,33,31,72,92,8,5,88,65,91,55,51,63,89,13,45,54,,
4078079157,21,1535132746,7,73,36,17,112,65,4,107,61,63,103,56,75,91,20,110,23,5,70,6,58
1366856226,20,1427916807,61,39,25,95,26,6,11,96,92,35,66,60,33,2,78,83,90,7,104,,
2721400291,20,1476910780,90,29,1,44,16,93,106,111,55,6,76,88,79,8,98,18,54,9,10,,
1668506691,20,1438120314,100,13,89,1,7,15,17,112,110,39,52,11,72,4,105,3,56,25,85,,
1873698557,20,1445104089,53,106,21,87,110,60,26,39,8,100,69,72,61,93,73,55,82,91,85,,
2930548519,20,1485030550,79,11,106,57,91,8,55,14,104,108,28,107,48,75,76,109,33,2,26,,
3854498593,21,1524908164,80,52,49,106,37,76,16,95,96,87,62,88,91,89,69,65,47,109,29,38,33
2198763106,21,1457167573,38,93,74,26,86,43,100,53,76,58,33,70,66,77,67,110,55,6,29,,
1420816727,20,1429885186,2,22,91,44,87,60,17,85,99,35,66,65,39,88,19,95,15,9,55,,
3876216637,21,1525848867,103,80,16,34,27,12,100,47,69,62,53,60,89,106,52,54,102,37,57,20,98
2680843902,20,1475315418,79,29,98,46,111,10,103,65,43,6,76,23,107,90,17,8,62,59,1,,
4165133945,21,1539356545,33,7,10,6,84,41,99,91,68,19,5,75,12,83,61,70,85,2,63,20,22
250019270,20,1374512444,54,13,79,73,63,90,71,51,46,89,91,92,65,12,55,11,86,62,67,,
1111638353,20,1419362345,20,17,6,21,102,28,43,103,50,60,91,13,78,93,92,96,40,64,63,,
2770312000,20,1478851023,91,29,6,74,38,44,7,75,39,60,62,8,84,76,90,9,79,92,87,,
340210848,20,1381430790,73,15,5,65,47,51,86,66,95,89,91,103,54,53,1,3,55,62,63,,
3694904506,21,1516699125,54,103,15,17,6,34,66,26,65,62,19,60,109,12,51,8,29,57,63,41,61
151229882,20,1363536504,80,97,26,21,46,78,85,55,86,98,65,90,88,54,12,81,63,39,17,,
3930149324,21,1527998114,103,56,78,101,49,36,48,7,37,80,91,69,51,16,66,77,84,106,52,13,67
4129544470,21,1537539613,2,96,99,4,11,86,69,15,8,,,,,,,,,,,,
4129671589,21,1537543242,64,50,21,6,68,114,8,107,52,31,19,9,61,94,105,77,112,66,90,4,92
3276820653,21,1498550570,11,7,36,104,16,45,40,87,57,88,51,55,60,13,77,65,35,39,75,,
387271874,16,1384631864,72,39,27,62,60,51,33,5,9,54,103,31,40,92,69,43,56,76,97,,
3277691703,21,1498577962,39,22,36,104,64,100,15,53,76,88,60,16,51,77,95,45,55,54,74,,
2551633824,20,1470449409,109,9,84,98,103,73,86,41,54,79,6,91,111,43,89,59,70,26,16,,
210845477,20,1370287012,72,13,92,21,54,17,86,97,52,88,91,51,65,79,53,64,55,80,38,,
3258970732,20,1497829973,46,16,36,99,78,109,8,2,26,33,91,51,32,85,39,112,75,17,98,,
540085709,20,1393444757,47,46,7,98,40,53,13,30,20,3,74,68,88,27,106,50,58,9,92,,
3204271432,20,1495766941,74,51,48,88,99,46,65,23,91,95,58,106,83,6,63,13,39,84,12,,
3467807003,21,1506446412,86,1,13,39,64,73,90,78,36,91,66,68,88,114,107,69,60,45,76,,
3278008510,20,1498590202,39,22,63,88,20,49,102,16,68,60,13,86,51,87,53,54,99,8,98,,
181713732,20,1366987554,1,97,86,34,65,66,73,21,53,90,91,54,80,17,8,88,72,55,77,,
3899984103,21,1526710482,10,16,69,23,72,76,30,91,51,3,80,43,77,100,60,38,54,2,94,64,17
138499495,20,1362086412,54,17,86,97,60,64,48,3,55,88,65,90,91,66,62,58,53,79,51,,
3015373220,20,1487841156,5,106,39,41,87,74,28,55,81,107,80,50,91,8,93,88,37,65,54,,
3800120344,21,1521997211,19,86,15,23,72,43,16,68,53,89,65,58,92,87,45,102,37,29,96,11,81
3166073199,20,1494266426,106,86,63,57,109,13,107,64,55,97,32,114,33,54,70,8,39,93,17,,
3145229865,20,1493404176,37,106,8,55,87,23,51,95,73,114,32,5,83,62,11,71,34,97,76,,
2680373276,20,1475300990,79,65,54,74,32,98,87,16,73,6,2,111,76,23,91,10,8,48,77,,
1482033310,20,1431904858,85,39,62,72,26,43,55,66,80,91,92,11,51,86,97,61,56,78,30,,
180265626,20,1366805696,72,97,84,80,33,86,55,48,46,90,65,88,91,3,27,52,78,64,37,,
1379938571,20,1428352613,16,78,86,95,26,35,7,12,38,60,66,22,65,2,61,87,33,68,93,,
3251652729,20,1497568021,25,16,15,41,107,54,46,64,103,88,97,51,100,39,33,13,57,2,55,,
398529596,20,1385327366,72,17,3,51,49,21,98,63,40,92,54,73,103,48,65,33,76,26,69,,
897217136,20,1410720271,91,78,18,73,97,69,41,33,64,101,43,77,15,87,89,47,29,34,8,,
370262450,20,1383505796,45,43,86,98,9,80,79,88,92,54,31,62,103,66,48,33,53,16,73,,
250046750,20,1374514667,54,13,86,53,73,90,71,62,98,55,91,92,65,21,39,49,51,46,76,,
2454934380,17,1466622844,45,38,30,89,20,9,95,28,60,32,55,110,91,93,54,43,98,109,35,,
224260766,20,1371766648,63,13,88,62,69,67,92,55,86,66,65,72,91,64,53,79,54,23,31,,
2107778368,20,1453875152,69,106,74,3,55,25,87,10,62,41,66,30,107,60,53,20,103,68,86,,
344021308,20,1381684248,70,65,69,62,103,92,95,7,51,54,89,76,66,58,53,33,5,90,72,,
1907055118,20,1446378919,55,42,11,86,25,112,69,12,65,28,100,106,73,88,56,51,39,8,67,,
3499189988,21,1507898105,69,107,80,106,71,81,15,90,19,66,60,88,51,4,40,65,36,70,109,,
1221441292,20,1423390272,99,65,30,11,22,20,101,8,41,66,94,77,35,61,68,7,26,15,75,,
228601948,None,1372258222,25,13,21,47,75,54,78,53,86,91,65,55,92,72,73,1,51,38,12,,
1570866143,20,1434885228,100,47,86,1,11,99,20,52,18,85,91,45,39,79,15,61,72,12,50,,
1357141697,20,1427580552,65,39,25,44,57,101,40,60,93,66,97,91,95,11,71,7,20,35,87,,
3227061790,20,1496678343,95,88,59,97,44,55,86,14,80,51,90,106,91,87,39,41,63,74,43,,
1934603943,20,1447495056,88,106,11,85,39,26,73,55,71,100,28,112,69,8,50,60,68,62,72,,
731497922,20,1403284951,77,13,86,88,83,38,34,75,69,65,91,9,29,53,78,17,2,7,99,,
2742488657,20,1477752912,20,7,6,46,87,54,76,96,9,28,90,65,79,74,91,35,93,37,55,,
3170197181,20,1494442830,86,76,93,51,20,62,106,8,102,110,83,97,32,109,88,57,75,104,44,,
3139007373,20,1493111619,27,46,77,102,20,25,104,14,18,114,91,5,83,106,107,90,11,95,63,,
1198563866,20,1422609569,61,39,86,11,69,106,68,93,20,77,91,65,8,2,29,26,55,78,105,,
3352104337,21,1501696708,12,88,41,38,71,2,58,94,6,13,55,68,60,61,53,74,17,46,49,,
189190769,20,1367785404,73,13,88,34,79,41,97,53,52,101,91,54,65,17,72,46,12,55,8,,
547134989,20,1393866407,28,11,50,65,40,82,54,69,18,91,74,53,68,87,33,13,98,47,88,,
2739585043,20,1477649527,31,65,8,44,50,74,66,28,38,79,16,6,9,54,29,37,76,86,30,,
151348087,16,1363545024,65,97,26,80,86,79,29,23,54,91,90,12,88,62,48,53,72,78,63,,
1553025805,20,1434308509,100,46,85,12,26,52,51,62,18,39,11,91,79,89,30,86,99,16,105,,
2195950707,20,1457078921,53,106,74,26,30,45,55,88,18,62,66,107,33,65,76,38,6,93,69,,
1935124356,20,1447509626,28,106,21,30,51,11,26,100,72,55,69,60,85,50,31,112,62,3,87,,
985628940,20,1414351541,7,78,10,69,31,93,29,101,106,64,91,15,103,77,68,102,1,20,41,,
3327331102,21,1500649199,51,109,102,7,69,27,1,21,65,16,71,60,41,81,99,6,63,54,113,,
991543088,20,1414617466,103,78,19,29,53,101,84,41,97,47,91,69,43,15,33,13,1,36,98,,
1934734093,20,1447499301,88,42,11,3,39,7,59,51,112,100,69,55,28,8,85,60,68,1,73,,
3461724849,21,1506187079,88,109,13,15,68,19,91,7,81,107,36,78,40,98,2,106,104,58,108,,
125548077,20,1360877119,12,65,51,40,90,88,53,72,80,91,97,54,55,39,2,79,48,52,58,,
617582191,20,1397914112,48,17,50,98,96,49,20,9,58,77,89,106,65,79,76,74,11,13,86,,
333021778,20,1380907224,32,14,91,55,95,83,63,6,102,89,65,76,66,20,13,54,88,8,39,,
2987084211,20,1486648845,91,74,6,28,48,61,44,86,107,50,80,84,77,54,63,33,55,13,65,,
322305277,20,1380121715,54,13,92,55,51,11,66,3,63,89,65,76,91,58,102,86,95,46,33,,
1004038113,20,1415113390,91,49,36,98,29,93,87,69,17,101,78,84,15,68,13,30,104,65,16,,
1361837252,20,1427733673,65,39,26,44,101,91,51,19,17,66,95,33,35,99,97,7,3,21,58,,
436077361,20,1387743125,54,69,20,99,33,92,45,53,74,48,91,73,103,46,93,5,65,63,76,,
3792813426,21,1521643063,80,30,102,23,72,57,107,43,3,58,66,19,103,119,15,86,17,48,111,65,76
397116985,20,1385244103,54,21,86,103,46,5,63,73,62,31,40,92,53,13,65,17,60,49,51,,
550964932,20,1394126889,81,106,91,69,3,9,43,62,53,88,74,50,68,92,48,17,54,63,8,,
3794721842,21,1521743744,109,54,16,113,65,86,45,94,103,66,19,62,89,102,87,13,80,108,29,63,88
334565907,20,1381001548,54,93,55,25,11,66,89,51,1,76,91,63,65,86,73,88,72,13,39,,
247267441,None,1374261424,72,17,69,55,5,38,16,92,1,73,65,91,54,66,53,86,79,8,13,,
615476383,20,1397813485,67,13,86,106,102,47,48,96,3,50,89,77,65,9,98,63,51,54,43,,
3251500957,20,1497559082,88,74,106,99,103,39,41,18,5,51,82,83,16,104,33,7,57,13,55,,
1895466802,20,1445935205,28,69,70,91,100,30,93,110,77,39,31,85,82,55,68,11,112,21,25,,
210010547,20,1370196326,72,14,86,55,90,54,13,56,20,92,91,88,65,79,53,17,80,52,12,,
224232050,20,1371762913,49,11,86,55,87,80,88,13,1,72,91,90,65,46,54,67,53,44,79,,
3771946947,21,1520599964,7,72,110,19,48,47,30,89,108,66,88,103,16,57,15,54,102,65,29,8,61
4127419501,21,1537434287,111,32,78,49,37,71,31,110,5,,,,,,,,,,,,
3465831232,21,1506359032,82,22,69,106,31,73,36,60,53,40,91,66,88,51,68,86,45,13,70,,
2678164166,20,1475219694,79,29,8,70,111,98,41,23,59,103,91,2,76,90,17,74,57,34,68,,
980925414,20,1414176174,7,43,56,29,18,104,64,101,15,47,91,93,78,96,94,106,9,36,98,,
529548608,20,1392830211,106,16,68,53,54,34,86,38,92,74,88,51,48,17,103,99,60,58,65,,
3253996038,20,1497658862,95,86,40,99,87,60,13,63,33,65,88,16,51,7,18,75,6,49,109,,
379195312,20,1384118470,67,13,16,31,65,58,60,92,80,53,54,40,62,66,98,8,63,72,45,,
428443356,20,1387307521,48,39,88,99,91,69,51,79,93,54,73,92,103,66,97,102,28,23,11,,
3161837859,20,1494108083,107,39,109,55,51,104,17,86,11,114,32,88,83,57,71,33,87,106,63,,
608911508,20,1397412408,54,14,50,65,5,17,55,88,11,83,106,89,77,79,69,3,74,35,63,,
1015786381,20,1415560437,103,22,104,53,10,29,20,31,65,92,91,13,78,93,40,50,41,15,44,,
2314634747,20,1461422370,6,29,5,74,55,67,86,88,58,62,107,69,53,38,13,41,65,39,8,,
227684722,None,1372157306,89,17,64,55,97,69,79,49,72,92,65,73,91,63,51,67,58,1,86,,
687514266,20,1401380807,73,53,91,13,102,78,4,9,87,65,77,34,55,72,79,74,96,88,48,,
4062047269,21,1534377847,7,56,102,11,110,49,42,46,75,66,58,19,36,85,45,112,12,70,61,84,18
310043979,20,1379179015,55,98,86,73,54,5,49,53,89,66,65,91,80,11,63,76,90,39,13,,
3172262406,None,1494536712,86,46,42,55,109,11,62,5,51,114,106,97,32,102,8,57,104,63,54,,
3238220510,20,1497093512,86,15,44,29,25,6,13,16,37,91,51,5,88,55,41,33,99,61,35,,
1843041961,20,1443976879,61,36,73,3,99,74,62,7,39,100,89,72,40,106,82,55,21,46,68,,
1895378966,20,1445931503,88,106,21,85,55,101,86,93,100,31,69,28,39,60,99,71,112,74,82,,
3461600560,21,1506183233,63,86,40,45,31,43,100,65,41,107,36,78,88,104,12,59,113,109,1,,
1855126661,20,1444421043,61,36,82,91,112,7,16,87,69,40,11,89,106,50,55,68,18,21,58,,
1843627161,20,1443998672,100,106,82,62,30,39,87,72,61,91,40,50,89,75,55,18,2,3,7,,
4191790182,21,1540738844,19,109,25,23,74,2,41,75,110,33,3,10,91,78,36,63,97,9,12,114,61
3329765252,20,1500741897,113,22,36,104,14,5,95,46,7,65,55,69,41,39,47,33,1,40,77,,
608853217,20,1397409942,73,74,86,96,5,9,51,3,89,83,106,50,77,79,69,88,53,67,92,,
2112056821,20,1454046158,71,63,76,111,20,65,72,15,58,66,91,74,107,55,109,110,10,86,93,,
178430425,20,1366563304,12,97,86,78,81,33,72,88,91,55,65,90,54,66,51,58,53,80,52,,
1950077300,20,1448114781,28,1,39,19,50,112,74,100,12,91,69,11,106,85,3,73,68,82,21,,
4063465788,21,1534455656,56,88,9,6,63,51,5,74,120,58,19,45,112,36,75,4,70,86,22,92,61
213220909,20,1370546440,67,49,92,55,88,34,13,48,79,53,91,1,65,72,23,74,73,86,63,,
610550812,20,1397510820,9,89,86,39,17,66,19,91,65,68,74,106,77,69,40,13,50,48,88,,
3165923739,20,1494260996,34,91,77,96,95,25,114,87,97,32,83,33,102,54,46,39,106,13,74,,
426859991,20,1387217170,19,76,91,93,31,50,15,28,103,98,99,58,73,33,102,66,3,79,51,,
395809310,20,1385173818,54,13,21,51,48,39,40,65,92,62,103,98,53,76,63,17,60,38,47,,
1379854276,20,1428348558,88,95,26,35,57,44,30,17,65,66,60,39,7,61,93,83,12,1,97,,
138407778,20,1362078621,80,65,79,55,72,68,21,91,81,90,97,88,54,41,86,53,85,12,62,,
