match_id,version,start_time,ally_hero1,ally_hero2,ally_hero3,ally_hero4,enemy_team1,enemy_team2,enemy_team3,enemy_team4,enemy_team5,
2164226966,None,1455945714,49,53,64,96,2,3,8,85,89,
490126961,None,1391029960,21,39,84,109,26,74,81,93,110,
669775950,None,1400537786,26,48,54,75,5,34,47,76,93,
837466620,None,1408138117,51,53,74,86,4,34,63,83,101,
789473857,None,1405965545,14,69,79,106,36,65,68,77,100,
780405846,None,1405579109,11,33,75,98,30,44,46,86,96,
666162677,None,1400377543,17,19,66,98,10,16,55,74,86,
447139540,None,1388421312,8,16,25,43,5,14,32,86,104,
912453731,None,1411346012,7,27,78,104,8,21,62,68,103,
609090652,None,1397421445,16,40,81,110,3,8,21,31,46,
487218985,None,1390853140,9,58,93,99,14,27,39,48,71,
602252531,None,1397062488,14,30,87,109,1,2,9,76,86,
641044828,None,1399130463,47,86,93,101,9,17,41,53,55,
602574653,None,1397083878,34,62,77,88,29,56,65,74,93,
569839616,None,1395271902,33,56,60,79,1,14,62,68,69,
456727327,None,1388958741,15,51,86,104,1,37,76,98,107,
817008505,None,1407179196,5,26,47,48,27,32,101,106,109,
2138072215,None,1454953391,2,14,83,106,3,28,34,74,97,
477422554,None,1390257592,7,45,87,99,29,53,67,73,76,
556020472,None,1394403759,6,30,39,85,26,63,77,88,89,
519121280,None,1392308417,31,41,44,101,3,46,56,62,104,
2140771438,16,1455059874,8,23,63,102,10,16,54,76,88,
450437253,None,1388615130,9,26,45,107,76,79,94,99,101,
869196724,None,1409580171,17,52,53,101,25,34,41,75,97,
2136867923,None,1454918309,59,62,73,94,1,14,31,50,74,
466837457,None,1389587199,11,74,93,107,62,69,88,94,97,
678668912,None,1400969358,10,58,62,86,8,11,15,16,29,
660386889,None,1400105541,9,16,42,88,6,21,74,75,104,
2247307514,16,1458884123,16,22,47,93,8,11,58,84,88,
689957385,None,1401492222,2,45,64,69,5,7,29,48,74,
532738237,None,1393001474,26,50,74,80,5,47,54,92,106,
500215443,None,1391542722,18,27,85,109,1,9,46,53,73,
548652947,None,1393971920,1,11,55,88,9,17,23,50,109,
495768686,None,1391295387,2,27,29,102,11,48,52,55,86,
2116714089,16,1454190569,35,50,53,104,8,21,23,31,71,
676071806,None,1400858454,4,14,86,106,33,34,35,64,93,
639386331,None,1399048638,30,33,52,86,16,54,72,82,99,
593022662,None,1396542677,28,30,62,74,11,23,35,36,86,
686097522,None,1401313633,7,83,87,104,4,12,46,61,69,
550011381,None,1394069356,26,91,102,109,2,63,74,87,104,
723467416,None,1402932268,4,25,33,69,31,42,53,74,80,
567131681,None,1395097567,10,20,69,98,14,72,86,88,99,
795594398,None,1406233880,13,20,27,51,9,42,54,65,74,
637702321,None,1398966091,38,47,86,90,16,32,74,77,82,
2138280906,16,1454960515,54,80,86,95,16,25,74,77,113,
589188112,None,1396295289,10,14,26,64,9,13,16,18,86,
557337912,None,1394484692,20,28,29,34,44,58,62,68,74,
2122069219,None,1454384039,26,28,67,87,1,9,29,64,74,
776103852,None,1405359019,10,29,53,64,5,9,19,34,58,
551455627,None,1394167455,11,64,79,110,51,53,74,84,109,
467891225,None,1389651588,5,42,46,98,26,40,51,93,104,
493606953,None,1391188137,21,23,75,110,17,53,62,63,69,
723742447,None,1402942931,4,9,26,34,8,22,69,83,101,
582374111,None,1395955255,7,87,97,100,29,67,74,86,88,
723399610,None,1402930018,34,53,62,101,4,27,54,74,96,
549835665,None,1394051018,27,47,72,75,9,26,65,67,74,
428394351,None,1387304655,11,33,87,93,4,27,39,70,91,
579343536,None,1395784640,32,34,74,86,5,9,14,28,93,
544532332,None,1393715948,45,54,74,85,9,19,63,70,87,
457873856,None,1389026884,21,51,62,93,4,5,9,70,74,
2114832614,None,1454141302,34,86,93,104,3,9,21,28,74,
523250973,None,1392501797,19,55,72,87,9,74,82,93,110,
531701981,None,1392933549,20,55,76,110,15,67,73,77,91,
644440191,None,1399298102,26,43,62,70,2,5,76,93,110,
714286646,None,1402522870,53,78,86,98,21,25,34,63,69,
580687146,None,1395860119,4,9,19,50,21,68,74,98,106,
907141500,None,1411154330,7,46,53,74,9,33,43,51,104,
783541538,None,1405712399,53,66,77,101,8,23,65,69,87,
2166708196,None,1456020258,8,62,68,111,19,25,32,53,73,
795529855,None,1406231003,13,30,41,62,9,29,34,47,87,
753169868,None,1404260061,41,53,82,88,29,69,74,101,109,
915704225,None,1411488085,16,41,56,64,9,53,74,81,87,
624178997,None,1398273873,9,27,69,106,28,53,67,86,110,
647491796,None,1399469844,16,47,51,109,17,29,54,75,104,
608716479,None,1397403985,16,35,52,87,11,21,32,68,69,
513034316,None,1391980851,4,16,43,65,17,21,32,58,82,
539070832,None,1393387719,22,30,53,56,2,5,17,23,63,
542616976,None,1393610817,5,31,73,74,4,26,35,67,88,
2119573867,None,1454288522,8,26,45,76,11,16,32,72,104,
582247150,None,1395947702,56,69,76,90,4,18,50,74,86,
579397422,None,1395790132,46,47,74,103,5,8,17,51,99,
498470060,None,1391441381,74,75,87,107,5,7,8,9,106,
510926999,None,1391883550,34,45,74,98,9,14,53,60,109,
458203459,None,1389042884,23,36,80,107,15,21,31,74,104,
656861862,None,1399919487,19,31,90,94,14,30,49,67,69,
858138190,None,1409080381,33,34,39,79,13,21,31,101,104,
589267098,None,1396301508,14,84,93,110,20,41,74,83,106,
803534302,None,1406574637,2,5,34,53,33,41,51,59,101,
621395937,None,1398107197,5,8,13,19,3,35,76,94,104,
585538500,None,1396106770,40,54,106,110,9,53,69,74,77,
801434291,None,1406483225,9,46,77,80,8,29,36,47,53,
456686090,None,1388956380,9,69,76,87,5,72,88,99,104,
469131496,None,1389736294,1,58,76,101,5,9,43,54,85,
856445773,None,1409002281,8,9,33,75,2,15,30,41,99,
479888245,None,1390417216,4,5,9,88,36,61,69,86,107,
2125748723,None,1454518938,50,80,82,83,8,14,26,39,41,
913967933,None,1411407993,17,69,88,101,5,43,53,72,99,
694996023,None,1401673546,4,21,47,53,9,14,27,93,96,
916072660,None,1411501070,16,74,93,101,4,34,41,53,96,
2136366549,None,1454897585,10,37,62,69,28,55,74,106,111,
833509613,None,1407949051,16,29,75,106,41,46,53,65,101,
625306954,None,1398347676,5,21,74,109,9,41,53,68,76,
750975801,None,1404157025,3,34,69,98,74,75,78,79,109,
914115991,None,1411413772,4,19,21,27,9,69,74,75,84,
780305042,None,1405573298,33,34,41,88,2,35,36,52,65,
624058524,None,1398268854,25,34,50,63,5,6,15,18,31,
795944460,None,1406257518,9,11,30,40,4,5,21,46,96,
692345738,None,1401563694,4,26,88,102,1,53,59,86,94,
540168103,None,1393450756,21,23,86,93,35,43,52,69,88,
780357574,None,1405576563,53,56,69,97,29,31,41,77,102,
458464729,None,1389068679,33,43,65,98,9,48,51,60,80,
837604216,None,1408148734,72,74,78,86,3,11,42,96,104,
549879406,None,1394054517,53,58,74,77,62,68,88,94,103,
788038703,None,1405909763,11,50,86,98,8,14,47,53,68,
463992531,None,1389425569,36,41,46,92,1,34,69,79,80,
815785513,None,1407133819,29,53,54,75,41,43,47,69,87,
1259169056,None,1424499025,2,17,22,37,29,35,45,64,85,
780226644,None,1405567793,30,34,85,101,9,18,46,86,110,
700451071,None,1401906700,2,13,74,101,18,43,63,68,104,
446301181,None,1388382632,4,20,63,69,14,44,50,53,98,
2110845912,None,1453992809,11,19,64,106,8,14,31,35,62,
459310665,None,1389117244,4,26,69,76,9,15,98,101,107,
508708575,None,1391808883,15,76,86,98,49,51,74,75,89,
1242299638,None,1424037221,19,43,45,48,6,26,35,77,102,
716566053,None,1402639568,10,30,39,53,2,17,41,68,107,
836697134,None,1408109089,9,27,29,55,44,45,69,86,109,
683696334,None,1401203133,27,35,74,93,16,23,34,56,86,
496052557,None,1391318230,40,47,84,109,33,34,73,78,110,
2119507869,None,1454283917,14,36,93,101,8,18,25,45,104,
2142695868,None,1455130019,12,75,93,107,4,22,23,67,90,
815668766,None,1407127451,30,69,74,78,9,11,31,56,73,
649877418,None,1399592100,4,17,21,87,29,30,69,72,101,
513311915,None,1392008322,6,20,53,74,11,36,62,73,80,
602560831,None,1397082229,11,16,44,92,21,50,73,93,109,
541180581,None,1393519447,17,26,48,101,14,15,53,69,110,
513280701,None,1392005465,12,20,84,88,9,33,45,58,76,
2114566001,None,1454132901,16,50,74,80,22,33,36,88,104,
743893539,None,1403844267,18,46,68,85,2,8,9,17,70,
607484999,None,1397346791,9,26,74,84,2,17,50,63,94,
547271885,None,1393877486,5,9,19,85,31,35,74,83,88,
560802983,None,1394724305,68,74,87,106,31,69,97,101,109,
905514619,None,1411097921,30,41,53,104,19,28,65,69,86,
750834811,None,1404151516,5,13,62,69,34,50,63,98,101,
912397058,None,1411340885,15,50,93,104,9,16,31,47,76,
545723269,None,1393778062,6,25,45,109,5,19,32,50,74,
905542112,None,1411099665,57,74,83,101,8,22,26,53,61,
608908290,None,1397411665,9,20,52,69,58,62,76,77,98,
682408640,None,1401135861,3,9,17,33,15,43,59,86,101,
2117396241,None,1454221667,17,62,63,111,5,40,49,67,88,
796028948,None,1406262949,9,31,34,62,21,39,51,53,67,
2140271232,None,1455038241,25,88,107,113,22,27,36,42,106,
540097819,None,1393445130,5,17,93,110,45,52,54,76,79,
537323663,None,1393261056,16,39,69,99,4,25,42,79,98,
842815099,None,1408376734,7,10,29,50,9,43,61,83,110,
768790287,None,1405007647,51,62,72,85,9,11,33,35,101,
858328640,None,1409090800,9,66,69,77,13,31,53,93,101,
479050886,None,1390374065,20,50,73,98,1,4,65,86,96,
805451708,None,1406660348,33,69,101,106,7,9,23,57,98,
801919744,None,1406508411,13,27,42,53,9,14,39,63,81,
623816647,None,1398260056,13,20,31,96,9,34,47,53,69,
689933507,None,1401490167,7,48,51,78,4,9,25,34,69,
499103023,None,1391483968,21,53,76,87,2,5,43,47,77,
685404877,None,1401286692,4,29,43,53,14,32,69,74,98,
603529816,None,1397143095,25,42,53,98,8,9,43,75,106,
467607884,None,1389633223,9,53,63,86,47,73,74,102,104,
914195703,None,1411417895,14,17,57,64,13,34,69,80,86,
685663668,None,1401294636,28,50,74,93,9,53,62,63,64,
839749207,None,1408245823,21,42,101,109,9,27,63,69,106,
685862798,None,1401301699,9,41,61,73,34,70,84,86,88,
623999643,None,1398266546,17,26,93,106,2,19,43,52,110,
831836515,None,1407867733,4,33,34,69,9,22,28,75,88,
541230982,None,1393521859,4,40,93,103,39,47,53,69,100,
510407082,None,1391870012,67,90,100,102,5,9,39,44,50,
683975882,None,1401212941,64,74,77,99,6,11,45,68,88,
714337149,None,1402526379,7,29,39,86,9,31,44,51,102,
630670920,None,1398611065,8,26,30,96,9,27,65,69,89,
2140061151,None,1455032249,8,36,76,87,16,53,55,74,106,
466756361,None,1389578524,9,28,87,97,38,48,73,74,107,
629259865,None,1398546106,26,68,74,109,2,10,65,73,75,
767229117,None,1404924223,4,6,87,106,9,34,59,64,93,
487572229,None,1390886703,88,93,104,107,2,23,74,87,98,
812999625,None,1407000253,2,57,75,82,8,34,61,69,83,
549582734,None,1394036890,5,23,32,102,1,9,68,76,80,
478638869,None,1390335036,5,93,100,107,9,11,39,102,104,
700741810,None,1401922589,2,56,64,86,34,49,53,57,93,
536522737,None,1393215587,28,34,47,66,5,9,46,51,54,
457052495,None,1388986300,1,53,85,98,7,43,74,97,99,
646478923,None,1399402655,39,53,62,86,7,11,27,31,42,
486170670,None,1390797138,9,21,74,104,3,46,51,61,97,
446037871,None,1388359221,11,21,53,86,2,26,28,31,51,
839686031,None,1408242042,30,41,53,89,16,68,75,80,104,
518983056,None,1392302814,16,48,85,98,12,33,57,74,82,
586078917,None,1396127516,1,26,29,53,2,9,55,74,109,
2229643798,None,1458246652,5,26,93,94,29,53,69,74,89,
446183508,None,1388373385,21,62,63,74,11,39,43,53,85,
541384499,None,1393530393,11,41,98,104,20,34,72,77,93,
602536475,None,1397079690,34,40,53,93,9,27,54,74,77,
1258174968,None,1424463660,22,68,99,112,34,37,57,85,95,
519170520,None,1392310490,5,8,9,86,17,44,93,104,110,
817139540,None,1407185260,9,23,29,52,34,41,51,63,69,
2188034641,None,1456762634,44,56,58,79,1,50,70,74,80,
558720485,None,1394586377,3,34,95,107,13,53,80,87,94,
467631409,None,1389634406,6,20,25,74,9,11,86,93,103,
537684673,None,1393287803,18,25,39,84,26,47,49,56,91,
477154277,None,1390240415,56,73,74,87,5,10,51,53,102,
777798579,None,1405443474,9,41,69,74,26,29,39,102,106,
714368017,None,1402528930,11,45,49,74,21,31,46,69,88,
559426756,None,1394634551,30,46,69,96,35,45,74,88,104,
531730406,None,1392936145,11,64,67,88,7,70,76,106,110,
598468289,None,1396837951,2,4,9,56,53,77,85,106,110,
837494508,None,1408139789,15,30,50,61,4,39,40,62,86,
865779140,None,1409421827,51,69,74,109,7,31,89,96,104,
2140734186,None,1455057306,14,23,49,65,30,68,76,98,113,
716525419,None,1402637235,16,30,59,107,33,34,38,69,95,
583569354,None,1396018434,4,6,30,60,9,28,33,51,106,
366449761,None,1383274964,27,44,84,93,53,62,67,74,86,
861810240,None,1409251156,41,56,57,110,15,74,88,92,101,
839503792,None,1408228287,16,23,98,107,4,34,41,84,90,
977341208,None,1414026990,7,10,62,104,2,9,14,36,51,
793965394,None,1406168027,4,9,22,62,13,23,71,80,96,
559863202,None,1394657458,55,69,93,102,3,9,14,18,101,
817093001,None,1407182950,9,20,67,77,16,27,41,62,74,
465631649,None,1389514415,14,73,93,100,4,9,11,57,99,
649634432,None,1399576379,39,42,75,93,9,16,74,81,110,
756332119,None,1404408038,13,21,28,31,1,61,68,75,88,
531504425,None,1392924032,8,21,78,88,22,23,87,99,109,
622948326,None,1398200238,10,21,86,90,7,48,68,74,110,
499881315,None,1391527463,40,51,56,87,1,17,53,83,97,
729479980,None,1403202475,17,50,74,77,2,34,72,88,92,
2212264994,None,1457620193,62,74,100,111,9,11,14,28,106,
716367366,None,1402626146,9,13,27,77,26,34,86,89,93,
858076670,None,1409077795,9,21,34,107,66,74,84,93,104,
649207020,None,1399560807,5,9,53,104,10,25,47,70,77,
440551825,None,1388039083,9,39,56,101,5,10,28,88,98,
742800830,None,1403788608,37,39,53,86,5,18,70,84,97,
858388782,None,1409096347,10,41,53,74,8,26,69,75,100,
607513780,None,1397349740,26,39,53,99,13,48,51,56,87,
795465001,None,1406228411,34,69,88,101,35,40,56,87,104,
567357498,None,1395121922,10,50,51,94,9,11,48,64,77,
637652391,None,1398964264,9,30,31,38,14,32,58,68,88,
471608141,None,1389904729,14,51,73,75,9,23,39,79,104,
723798166,None,1402945259,17,47,51,87,9,13,52,69,75,
538649382,None,1393350102,16,60,62,89,29,34,53,56,70,
2114464425,None,1454128872,1,47,71,84,14,44,46,62,110,
2128767020,None,1454640920,1,30,50,101,7,25,62,102,109,
547387191,None,1393887923,9,32,42,110,1,23,75,85,92,
562416610,None,1394827962,7,56,58,97,26,28,39,100,110,
565282633,None,1394980101,48,69,93,102,3,9,74,79,106,
457785306,None,1389023058,9,45,51,58,4,21,34,84,86,
536071243,None,1393177567,11,16,29,98,9,14,21,79,93,
461110040,None,1389241461,5,39,64,103,25,33,42,55,93,
739744060,None,1403636516,4,69,75,102,9,52,86,93,97,
551205217,None,1394140555,5,14,63,83,10,21,31,69,74,
783231925,None,1405699654,65,86,101,106,7,10,33,34,39,
1040564109,None,1416605066,2,4,61,74,7,36,44,51,75,
552756588,None,1394230209,9,70,73,94,21,48,74,84,102,
462244299,None,1389306918,30,48,100,106,33,40,56,62,74,
860277245,None,1409185264,36,53,96,104,41,43,69,101,110,
478595804,None,1390332408,67,86,99,104,9,26,60,93,98,
1249561301,None,1424245100,5,22,68,99,20,37,53,85,95,
561027253,None,1394735903,9,27,41,46,3,26,47,67,74,
462196774,None,1389303050,63,64,99,106,7,22,40,51,73,
450634620,None,1388634916,73,86,101,104,5,29,56,59,60,
765252773,None,1404827396,5,9,54,74,30,34,51,90,106,
1356788014,None,1427568074,16,65,86,97,26,51,63,82,105,
1041064591,None,1416630974,13,44,86,105,46,53,62,101,104,
643535223,None,1399246751,10,42,90,98,9,36,74,81,86,
1245795442,None,1424140088,22,23,99,111,21,43,85,95,102,
2140520483,None,1455046869,8,29,74,86,40,57,73,88,97,
2116298177,16,1454177067,11,14,64,69,67,75,86,104,105,
609047972,None,1397418679,14,71,88,94,2,21,26,93,100,
550958594,None,1394125916,20,42,74,89,46,54,72,85,106,
779690224,None,1405533858,17,33,34,50,6,9,39,69,87,
477189193,None,1390242144,5,22,53,98,9,17,62,63,86,
857830456,None,1409068537,26,31,41,70,21,34,67,84,88,
526977178,None,1392695453,48,70,88,99,7,17,18,85,98,
428316284,None,1387301307,22,29,60,92,8,39,53,86,99,
486195721,None,1390799429,40,43,84,104,11,53,59,61,102,
470353693,None,1389822427,5,13,61,73,33,36,48,74,99,
683794256,None,1401206288,16,68,95,110,21,46,66,75,81,
860387473,None,1409195152,43,44,68,104,22,33,48,84,99,
561227096,None,1394762962,2,31,53,106,15,20,74,86,104,
684163949,None,1401221477,2,9,13,84,18,31,36,62,87,
663833729,None,1400271262,27,41,60,73,2,9,17,84,89,
457928643,None,1389029477,30,69,73,74,7,17,19,48,53,
461032185,None,1389233312,8,26,45,90,14,16,54,59,61,
455155984,None,1388879243,14,17,19,21,23,43,74,78,93,
674769195,None,1400792682,21,23,33,110,53,63,74,86,109,
459482124,None,1389126616,9,61,66,104,5,8,26,56,98,
1248238691,None,1424196875,8,22,23,85,34,35,50,104,112,
676579123,None,1400876646,10,14,16,48,9,11,15,73,86,
756506595,None,1404415084,9,21,35,53,14,18,31,74,93,
683853928,None,1401208384,7,35,51,83,14,26,37,42,88,
567296704,None,1395116541,2,74,78,106,7,9,10,48,104,
856734636,None,1409025935,21,53,81,86,37,40,41,51,54,
475855877,None,1390156210,9,33,93,99,4,50,54,73,74,
548625892,None,1393969332,10,57,74,104,4,5,8,11,109,
458498036,None,1389071964,9,46,53,93,6,29,39,51,95,
1030607559,None,1416179748,21,37,54,106,36,42,52,75,109,
442414336,None,1388161885,21,43,61,67,3,11,31,47,72,
813049154,None,1407002085,30,50,51,88,21,22,26,41,69,
913547701,None,1411395602,14,27,35,62,16,41,74,75,84,
579177204,None,1395773973,5,26,35,98,9,13,20,69,109,
539102188,None,1393390645,9,13,26,30,59,72,86,93,110,
551008452,None,1394128396,6,70,74,79,31,32,33,69,86,
2116629638,16,1454187256,19,20,37,70,10,39,86,88,112,
531337825,None,1392917986,4,62,65,73,3,9,12,14,53,
1245297960,None,1424117442,8,22,57,107,2,14,47,50,112,
839384016,None,1408221538,2,26,34,87,9,27,29,43,77,
2114320833,None,1454121995,25,49,74,103,11,14,36,70,90,
700398488,None,1401904755,34,39,53,78,9,20,41,47,104,
551232191,None,1394142952,18,32,36,101,5,9,14,73,106,
913808039,None,1411402815,27,41,69,75,53,60,64,93,99,
477686452,None,1390285255,21,34,93,107,4,9,27,33,99,
856480885,None,1409004828,9,35,68,102,34,39,52,80,109,
603825572,None,1397155748,56,74,84,106,11,50,91,96,104,
470882189,None,1389869929,35,42,49,86,11,69,82,92,98,
2155279741,None,1455594143,9,25,28,30,50,52,84,102,106,
1349276857,None,1427335588,8,29,35,101,9,14,30,75,104,
783591412,None,1405714400,31,33,44,89,13,45,46,85,86,
717431486,None,1402670564,64,67,69,101,2,10,34,51,102,
673144435,None,1400717356,20,21,29,104,18,31,74,97,101,
2131208420,None,1454724514,27,62,88,104,16,49,74,93,113,
1377890770,6,1428287216,57,59,84,109,9,68,73,75,106,
700187038,None,1401897465,9,21,29,65,14,30,44,69,74,
567329583,None,1395119493,8,63,69,74,13,53,87,99,109,
697019974,None,1401766025,44,46,53,54,9,45,47,55,67,
471947608,None,1389938656,18,23,30,104,9,14,53,64,106,
722407307,None,1402887484,7,37,62,86,2,9,13,61,63,
511444471,None,1391904653,49,73,81,88,5,32,41,57,74,
692584493,None,1401573507,2,63,74,79,1,11,29,45,70,
551532409,None,1394173529,14,16,31,54,3,6,9,69,107,
801882347,None,1406505504,3,53,74,104,38,41,47,63,77,
686327824,None,1401334317,16,30,48,85,31,36,53,63,67,
2179936413,16,1456496570,16,40,49,99,7,21,34,58,74,
622457126,None,1398176971,16,53,74,99,9,11,31,33,44,
598254125,None,1396816158,11,21,28,75,9,68,88,93,99,
913612258,None,1411397304,23,53,62,86,33,54,90,96,109,
520867875,None,1392409691,48,51,74,90,2,17,41,68,98,
913690591,None,1411399441,17,59,64,69,9,55,70,78,93,
819394577,None,1407303090,2,7,74,110,9,39,50,55,93,
657235120,None,1399950266,9,29,67,70,2,48,62,82,88,
774340253,None,1405270991,9,11,16,33,20,34,40,101,106,
797392235,None,1406313348,18,40,80,101,9,10,63,69,97,
2128245155,None,1454612978,1,11,63,65,9,14,23,74,84,
704083680,None,1402074386,31,68,77,104,5,15,53,70,97,
1243014914,None,1424068155,11,39,57,112,7,14,21,35,105,
554339613,None,1394315903,14,23,25,40,39,53,70,86,109,
513333052,None,1392010133,2,21,63,93,1,74,75,80,88,
685505240,None,1401289626,9,28,37,39,4,21,25,53,87,
783418693,None,1405706914,28,44,63,86,34,56,67,68,69,
625845419,None,1398371627,53,54,98,102,68,69,74,88,93,
913872555,None,1411404834,14,26,46,70,5,7,43,63,96,
650013266,None,1399607705,35,64,74,101,9,36,45,46,88,
